registration_number,face_encoding
RA2211042010001,"[0.02790543995797634, 0.039029113948345184, 0.006113245151937008, -0.0228696558624506, 0.0024672357831150293, 0.016805216670036316, -0.02315337210893631, -0.03724467754364014, 0.06933970004320145, -0.04102577641606331, 0.0609225258231163, 0.007849832065403461, -0.057803425937891006, 0.032343361526727676, 0.03863724321126938, 0.031468141824007034, 0.008678033016622066, 0.009339301846921444, 0.010834411717951298, -0.022376401349902153, 0.01871740072965622, 0.07038255035877228, 0.07606957852840424, -0.02951642870903015, 0.00011305167572572827, -0.05187444016337395, -0.034577690064907074, -0.07761718332767487, -0.04614702984690666, -0.07141164690256119, -0.01474742591381073, -0.06100665405392647, 0.010874126106500626, -0.010412315838038921, -0.0006390904891304672, -0.012554281391203403, 0.07822944223880768, -0.03882415220141411, 0.07065272331237793, 0.053806208074092865, 0.0014046282740309834, -0.04508436471223831, -0.016776133328676224, -0.07994019985198975, -0.11593908071517944, 0.003918233327567577, -0.05804946646094322, 0.026505809277296066, -0.00845362525433302, -0.03321206942200661, 0.0239463672041893, 0.03603806346654892, -0.10917238146066666, -0.01027156412601471, 0.01623605005443096, 0.10357636213302612, -0.013426597230136395, 0.00048186726053245366, -0.006766334641724825, -0.008748066611588001, -0.07616594433784485, 0.08915001899003983, -0.015964601188898087, 0.020247656852006912, 0.05146500840783119, 0.02223488688468933, 0.008187640458345413, -0.013161304406821728, -0.09105605632066727, 0.013698010705411434, -0.07441413402557373, 0.009795228950679302, -0.03635159507393837, 0.005287736188620329, 0.0248488187789917, 0.04070805385708809, -0.01803051494061947, -0.0019569515716284513, -0.024152632802724838, -0.01567254215478897, -0.02644066885113716, -0.03205448389053345, -0.0030587492510676384, -0.009509985335171223, -0.04292430356144905, 0.042870525270700455, 0.048266101628541946, -0.08867394924163818, -0.04560207203030586, 0.006332630757242441, -0.021725134924054146, 0.01767713949084282, -0.03219841420650482, 0.08425908535718918, 0.059701256453990936, -0.02939033694565296, 0.05314788594841957, -0.008955535478889942, 0.06326042860746384, -0.024760887026786804, 0.042077433317899704, 0.0027789624873548746, 0.013730007223784924, 0.013331535272300243, 0.021431900560855865, 0.056802794337272644, -0.006338634993880987, 0.029805080965161324, -0.03812551870942116, -0.039296120405197144, -0.05731680244207382, 0.015017123892903328, -0.0035805010702461004, -0.030818847939372063, -0.01883254386484623, -0.009948459453880787, 0.0032719247974455357, 0.01170232892036438, 0.012466603890061378, -0.018346969038248062, 0.016642224043607712, -0.04413662478327751, 0.059787213802337646, 0.1108313575387001, -0.017988597974181175, -0.09480371326208115, 0.00740929925814271, -0.08939634263515472, 0.050826773047447205, 0.03305545076727867, 0.013582684099674225, 0.03792741894721985, 0.013377159833908081, -0.03609853610396385, 0.0691181868314743, -0.06328323483467102, 0.005596848204731941, -0.011396499350667, -0.0934327244758606, -0.009828188456594944, -0.03500600531697273, -0.03579677641391754, -0.058512695133686066, 0.0506005585193634, -0.02606043964624405, -0.022389071062207222, -0.04666832461953163, -0.007446718402206898, -0.021023742854595184, 0.0412374883890152, 0.0787278339266777, 0.04295044764876366, -0.01461838185787201, 0.007222384214401245, -0.0027055751997977495, -0.05089768394827843, 0.05617469176650047, -0.013408432714641094, 0.05835702270269394, -0.04864532873034477, -0.10475561767816544, 0.04896809905767441, -0.0030335956253111362, 0.0005466537550091743, -0.016823183745145798, 0.015198801644146442, 0.026621151715517044, 0.019502481445670128, 0.07438336312770844, -0.01739155873656273, 0.06974116712808609, -0.01650395430624485, 0.06583023071289062, 0.02710988186299801, -0.05038467422127724, -0.027939382940530777, 0.03659061715006828, -0.03707326948642731, -0.00756931584328413, -0.02803449146449566, 0.008006662130355835, -0.025586862117052078, 0.0006809215410612524, 0.0583932138979435, 0.020776648074388504, 0.013517319224774837, -0.009566541761159897, -0.05935565009713173, 0.013239323161542416, -0.05849795415997505, -0.011447656899690628, 0.006555486936122179, 0.030901994556188583, -0.04649289697408676, -0.01432602945715189, 0.015999818220734596, -0.008031784556806087, -0.009775888174772263, -0.010565470904111862, -0.03773697093129158, 0.05472360551357269, 0.023314226418733597, -0.03824024274945259, 0.034426894038915634, -0.0655309408903122, 0.061477355659008026, 0.008558615110814571, -0.053058940917253494, 0.006658433936536312, -0.0622917041182518, -0.03758465126156807, 0.060228291898965836, 0.0678228959441185, -0.02818911522626877, -0.03048221953213215, 0.03353654965758324, 0.04923834651708603, 0.024540426209568977, -0.042727451771497726, -0.006944510154426098, -0.0473361611366272, -0.04643254727125168, 0.08734007924795151, 0.0008159989956766367, 0.02912016399204731, 0.05005420744419098, -0.02657560631632805, 0.04513079673051834, -0.0005598952411673963, -0.08360626548528671, -0.02973373979330063, 0.010696807876229286, -0.017119240015745163, -0.02937343344092369, -0.014528253115713596, -0.027065744623541832, -0.035502683371305466, 0.035393841564655304, 0.05402076616883278, 0.015574919059872627, 0.03477150946855545, -0.011495629325509071, 0.00476658483967185, 0.09080184251070023, -0.003964193630963564, 0.012299088761210442, 0.015489074401557446, -0.0013323432067409158, 0.029266178607940674, -0.0036135718692094088, 0.024469224736094475, 0.05970924347639084, -0.07791740447282791, 0.025767643004655838, -0.11902187764644623, -0.04049048572778702, -0.010452094487845898, 0.014810368418693542, 0.0029791074339300394, -0.10998227447271347, -0.011326268315315247, 7.877924508647993e-05, -0.032005343586206436, 0.02915584109723568, -0.0790521577000618, 0.07278794795274734, 0.06167567893862724, 0.010694797150790691, 0.04376811906695366, -0.06244024261832237, 0.03156450763344765, 0.05037970095872879, 0.08619813621044159, -0.10809535533189774, -0.08958400785923004, -0.035667870193719864, -0.022017624229192734, -0.02192452736198902, 0.016538677737116814, 0.04406590759754181, 0.038527436554431915, 0.05688868835568428, -0.06859660148620605, 0.01663663052022457, -0.041418399661779404, -0.02584003284573555, 0.0994076132774353, 0.03021356835961342, 0.012142393738031387, 0.13544481992721558, -0.012067827396094799, -0.0830802172422409, 0.0575757659971714, -0.060444097965955734, 0.1094568744301796, -0.019068870693445206, -0.00638352707028389, 0.019064242020249367, -0.04232269525527954, -0.0005871974281035364, -0.010430806316435337, 0.029182638972997665, -0.05493531748652458, 0.03330683335661888, -0.01626301370561123, 0.0185256227850914, -0.002595262136310339, -0.017633724957704544, -0.0402640774846077, -0.02280139923095703, 0.0064376769587397575, 0.09711551666259766, -0.032770149409770966, 0.00526465056464076, 0.01612231880426407, 0.07033349573612213, 0.00888068601489067, -0.031526513397693634, -0.02979964017868042, -0.06187152862548828, -0.0003727332514245063, 0.028762824833393097, 0.018684236332774162, 0.07203955948352814, 0.06238417699933052, 0.04325393959879875, 0.1529635488986969, 0.10144544392824173, -0.025163598358631134, -0.10029446333646774, -0.004071592818945646, 0.012555328197777271, -0.04400167614221573, 0.039341580122709274, -0.016615180298686028, 0.010093361139297485, -0.0015779855893924832, -0.03793060779571533, -0.02642056718468666, -0.04042130708694458, -0.02026631496846676, 0.00020662623865064234, -0.014553127810359001, -0.03349350392818451, 0.0461575873196125, 0.08964629471302032, 0.09208931773900986, 0.027182085439562798, 0.06030843406915665, -0.0182186271995306, 0.03633781149983406, 0.06642798334360123, 0.00870716292411089, -0.033075422048568726, -0.022243881598114967, 0.010641088709235191, 0.04196072369813919, 0.07184615731239319, -0.009428532794117928, 0.015116441063582897, 0.021934226155281067, -0.02478124015033245, -0.000398478121496737, 0.006959174294024706, -0.014209718443453312, -0.032214485108852386, 0.015713317319750786, 0.03273429349064827, 0.014716445468366146, 0.03421182557940483, 0.06763827055692673, 0.0879087895154953, 0.02241922728717327, 0.007394231390208006, 0.021892325952649117, -0.05120273306965828, 0.07829056680202484, 0.04197181388735771, -0.02387656643986702, -0.046113789081573486, 0.06583227962255478, -0.022992396727204323, -0.012928666546940804, 0.08164151757955551, 0.017584439367055893, 0.003215683624148369, -0.021522928029298782, 0.019277334213256836, -0.003041608491912484, 0.0024643156211823225, 0.010730146430432796, -0.019893210381269455, -0.042269591242074966, -0.09164869040250778, -0.023121142759919167, 0.02295771799981594, 0.024278830736875534, 0.043033137917518616, -0.04031255841255188, -0.005461656954139471, 0.029735395684838295, -0.008624949492514133, -0.047616150230169296, -0.03759704902768135, -0.025959795340895653, 0.009128953330218792, -0.006280187517404556, 0.030741477385163307, -0.03414057940244675, -0.03269946202635765, -0.0034863788168877363, 0.0345223993062973, -0.008161401376128197, -0.01878604106605053, -0.00102039345074445, -0.05888533219695091, 0.03635402396321297, -0.025664450600743294, 0.02338259108364582, -0.015779104083776474, 0.013767348602414131, 0.026476649567484856, -0.06044384464621544, 0.061871375888586044, 0.008200461976230145, 0.018023181706666946, -0.08385362476110458, 0.06016035005450249, -0.025696758180856705, 0.034137871116399765, -0.009557480923831463, 0.022865798324346542, 0.002473885426297784, -0.08393548429012299, 0.07344944775104523, 0.03773052990436554, 0.009915369562804699, 0.005861437879502773, -0.014547711238265038, -0.09077905863523483, -0.03741246461868286, -0.03138512000441551, -0.04696757346391678, -0.09459490329027176, 0.0403592474758625, 0.0031966473907232285, 0.015254233963787556, 0.037157971411943436, -0.010345938615500927, -0.04950829595327377, 0.03373919054865837, 0.0004266540636308491, 0.0026697616558521986, -0.05087095871567726, 0.0466805100440979, 0.0012975051067769527, -0.06803646683692932, -0.0275112334638834, -0.0812225192785263, -0.04472462460398674, -0.03571714460849762, -0.008679917082190514, -0.01718951016664505, -0.036325495690107346, -0.0027016408275812864, 0.07248199731111526, 0.06663748621940613, -0.03238263726234436, -0.030686764046549797, -0.025381114333868027, -0.03298397734761238, -0.0408022440969944, -0.01729545183479786, 0.05566742643713951, 0.0028035163413733244, -0.028862586244940758, 0.05435091629624367, -0.009485112503170967, 0.04253078252077103, -0.030656294897198677, 0.04164515808224678, 0.04448779672384262, 0.04027848318219185, 0.052460309118032455, -0.02144291065633297, -0.01463633868843317, 0.07227644324302673, -0.05733564496040344, -0.005943992640823126, 0.02982783503830433, -0.033939752727746964, 0.02584327757358551, 0.05020173266530037, 0.004973735194653273, -0.10473665595054626, 0.022233806550502777, 0.02129947580397129, 0.047194335609674454, 0.014114770106971264, 0.013308477587997913, 0.030552728101611137, 0.004854531958699226, -0.09344519674777985, 0.006064519751816988, 0.001320960815064609, -0.04833754152059555, -0.05258936434984207, -0.026863262057304382, 0.06630991399288177, 0.05565733090043068, 0.0038638045080006123, 0.04664013162255287]"
RA2211042010002,"[-0.03128214180469513, 0.10403638333082199, 0.023671124130487442, -0.053450942039489746, -0.024442829191684723, 0.04870087280869484, 0.0011522970162332058, 0.0028063382487744093, 0.008209789171814919, 0.00467390613630414, 0.018820011988282204, 0.016249408945441246, -0.023002324625849724, 0.027214981615543365, 0.01806219108402729, -0.02546694688498974, 0.006807179655879736, -0.020362697541713715, -0.02485911175608635, -0.07065824419260025, -0.08152661472558975, 0.004514798056334257, 0.06408670544624329, 0.002790950471535325, 0.019813289865851402, -0.020283633843064308, 0.050475336611270905, 0.07547186315059662, 0.04866648092865944, -0.03715837374329567, -0.1289854347705841, 0.028774425387382507, -0.06903841346502304, 0.09131155908107758, -0.03707567974925041, 0.01365194097161293, -0.030677752569317818, 0.020884953439235687, -0.011271631345152855, -0.024498820304870605, 0.03913797810673714, -0.03928328678011894, -0.05550816282629967, -0.06063452735543251, -0.05151306837797165, 0.030135491862893105, 0.009836643934249878, 0.06969784945249557, 0.038169991225004196, -0.0030714392196387053, -0.025387050583958626, -0.0347791463136673, 0.0038541066460311413, -0.0867968276143074, 0.007036320399492979, -0.032292407006025314, -0.0026961322873830795, 0.01004486158490181, 0.048897549510002136, -0.001279383897781372, 0.002527063013985753, 0.036007918417453766, 0.0456460677087307, -0.017558826133608818, -0.008050582371652126, -0.07010985910892487, 0.03186572343111038, -0.13918080925941467, 0.018449032679200172, -0.01111519429832697, -0.13290803134441376, -0.095990389585495, 0.10915707796812057, 0.01088863704353571, -0.08282153308391571, 0.025009624660015106, 0.0056327590718865395, -0.006145255174487829, 0.051818206906318665, 0.017414754256606102, -0.0476030670106411, -0.01975368894636631, -0.009854868985712528, 0.02707454189658165, -0.060567282140254974, 0.047803375869989395, -0.08310604840517044, -0.044392120093107224, -0.010451579466462135, -0.012872980907559395, 0.026090890169143677, -0.009419727139174938, 0.03703127056360245, -0.01732008159160614, -0.0019228740129619837, -0.02775101736187935, -0.022728923708200455, 0.06121526286005974, 0.05445629730820656, 0.016230236738920212, 0.0055254180915653706, -0.02068973146378994, -0.005738531239330769, -0.02575487270951271, -0.01391563005745411, -0.04838930442929268, -0.043275389820337296, 0.0169066209346056, 0.009680611081421375, -0.021377796307206154, -0.03570958599448204, 0.031113985925912857, 0.06851553171873093, 0.02123546041548252, 0.03901905193924904, -0.03825458884239197, -0.019518651068210602, 0.002487808931618929, 0.03806675225496292, 0.05860292539000511, -0.016676876693964005, 0.041560593992471695, 0.06438455730676651, 0.01596451736986637, 0.01756531000137329, 0.023595446720719337, -0.06430337578058243, 0.09705940634012222, 0.07146739959716797, 0.0015904069878160954, -0.03791394457221031, -0.03995110094547272, -0.007818167097866535, -0.033473093062639236, 0.04486440494656563, -0.005073376465588808, 0.004959159065037966, -0.046880654990673065, -0.025069475173950195, -0.0055215563625097275, -0.06442245841026306, 0.046186663210392, -0.024219844490289688, -0.03303172439336777, 0.008563090115785599, 0.0015298601938411593, -0.08014105260372162, -0.002775463042780757, -0.0006668459973298013, 0.00929942261427641, 0.06515291333198547, 0.05503397062420845, 0.004259842447936535, 0.03870300203561783, -0.06158483400940895, 0.030108701437711716, 0.013232103548943996, 0.04571040719747543, -0.04899441823363304, 0.005693012848496437, -0.015820669010281563, -0.005258667748421431, 0.030819879844784737, -0.04439637064933777, 0.02080860175192356, -0.00603127246722579, 0.05135488510131836, 0.037011656910181046, 0.01670871675014496, 0.02514878660440445, -0.03602118790149689, 0.023068014532327652, 0.038395095616579056, 0.0902569517493248, -0.06143854930996895, 0.021959571167826653, -0.028883570805191994, 0.046913031488657, -0.05454264581203461, -0.04008197411894798, -0.08214175701141357, -0.03445214033126831, -0.005715856794267893, 0.04060261324048042, 0.03343638777732849, 0.12366136908531189, 0.00037047211662866175, -0.0369841530919075, -0.03787189722061157, 0.010403796099126339, 0.02494850941002369, 0.000357975484803319, -0.032572370022535324, 0.034993819892406464, 0.03881767392158508, 0.0006264470866881311, -0.007518652360886335, 0.021992964670062065, 0.0113822678104043, -0.013135761022567749, 0.033280402421951294, 0.06951236724853516, 0.02125721052289009, -0.005348830483853817, 0.04160335287451744, -0.017725825309753418, -0.05501466989517212, 0.007187860086560249, -0.030915386974811554, -0.024197464808821678, 0.018678434193134308, 0.019826915115118027, 0.05273536220192909, -0.00834841188043356, 0.005315829999744892, 0.08099395781755447, 0.0012266742996871471, 0.09085502475500107, 0.0017677117139101028, -0.0603318028151989, -0.048642925918102264, 0.015843622386455536, 0.06301910430192947, -0.022947292774915695, 0.02366877906024456, 0.06705611944198608, -0.06220899522304535, 0.028622815385460854, 0.0167717095464468, 0.0460384301841259, 0.014912893995642662, -0.011957192793488503, 0.09346511960029602, -0.03769003599882126, -0.050275322049856186, -0.06173830106854439, -0.02751288376748562, -0.04671649634838104, -0.014552745968103409, 0.011392318643629551, -0.015109304338693619, -0.04489495977759361, -0.025580158457159996, 0.03640081733465195, -0.06544484198093414, -0.037959493696689606, 0.004300385247915983, -0.007853647693991661, 0.00738748861476779, -0.024983106181025505, 0.048773348331451416, -0.04239102452993393, -0.03815373405814171, -0.002823850605636835, -0.13527899980545044, 0.049957968294620514, -0.016828637570142746, 0.05231508985161781, -0.04882258176803589, -0.074744313955307, -0.05690895766019821, 0.05149513855576515, 0.004582156892865896, -0.062224131077528, -0.05040455237030983, 0.028025232255458832, 0.15289269387722015, -0.005213110242038965, -0.02739725634455681, 0.054215095937252045, 0.039833538234233856, -0.09860335290431976, 0.04880160465836525, -0.017786690965294838, -0.0053113652393221855, 0.039246056228876114, 0.006178948562592268, -0.010835847817361355, -0.051742542535066605, 0.0014810815919190645, 0.07317347824573517, 0.03998010978102684, -0.06953498721122742, -0.012739916332066059, -0.07798111438751221, -0.018336977809667587, -0.0008781892247498035, 0.05668634921312332, -0.10938578844070435, 0.053793422877788544, -0.07712777704000473, 0.03707471117377281, -0.0024470535572618246, -0.04153196141123772, -0.08150169998407364, 0.003971346188336611, -0.002954023890197277, 0.10437034070491791, 0.034557241946458817, -0.021284570917487144, 0.0031000813469290733, 0.028707632794976234, -0.07416488975286484, -0.07671289891004562, -0.021234871819615364, 0.041553568094968796, 0.032267484813928604, -0.0023049854207783937, -0.05302019417285919, -0.023575538769364357, 0.014685622416436672, 0.05300939083099365, 0.02743871696293354, -0.03254003822803497, 0.027556369081139565, -0.039099231362342834, -0.05274061858654022, -0.06318750232458115, 0.013583454303443432, -0.055511731654405594, 0.004769711755216122, 0.12894955277442932, -0.03481367230415344, 0.01381000503897667, 0.02150268852710724, -0.020015820860862732, 0.07079910486936569, -0.10072599351406097, -0.0521569587290287, -0.025536712259054184, 0.016066869720816612, -0.05454500764608383, -0.04083360731601715, -0.013161866925656796, -0.01652311161160469, 0.03980005905032158, 0.0005403125542216003, -0.03437306359410286, -0.09408708661794662, 0.05223887413740158, 0.004286824259907007, 0.005462557077407837, -0.014160426333546638, -0.03362037241458893, -0.030100980773568153, -0.07033081352710724, 0.0129512008279562, 0.0014941320987418294, 0.0718153715133667, -0.02085976116359234, -0.047212451696395874, 0.07998856902122498, -0.06543993204832077, -0.020624225959181786, -0.05168488621711731, 0.018575575202703476, 0.01262650266289711, 0.05728897452354431, -0.023181654512882233, -0.02705538086593151, 0.03403317928314209, -0.02211580239236355, 0.06422241032123566, 0.05300162732601166, 0.005542485974729061, -0.024148276075720787, -0.02143343910574913, -0.09916578233242035, -0.021833213046193123, 0.008269949816167355, -0.04199684411287308, 0.005492956843227148, 0.03449654579162598, -0.040152691304683685, 0.041917916387319565, -0.031127063557505608, 0.005514115560799837, 0.01817866787314415, -0.03215847164392471, 0.009911364875733852, 0.03415992856025696, 0.0038135501090437174, -0.0020571639761328697, 0.05442505329847336, 0.03834536299109459, 0.007057405076920986, 0.08012306690216064, 0.019419172778725624, -0.0149922426789999, -0.021048717200756073, -0.04432123526930809, -0.0649072527885437, -0.09128773212432861, 0.04177803173661232, 0.018006930127739906, 0.04135684669017792, 0.0018303444376215339, -0.004684349987655878, -0.005288470070809126, -0.019098550081253052, 0.0033445453736931086, 0.023027310147881508, 0.02306952327489853, -0.03469731658697128, -0.015549077652394772, 0.002890430623665452, 0.017276998609304428, -0.03660852089524269, 0.011051724664866924, -0.00641848798841238, 0.04669225960969925, -0.05157526582479477, 0.04991379380226135, -0.08164888620376587, 0.0504591129720211, -0.05008164793252945, 0.01744985766708851, 0.0004259763809386641, 0.008768901228904724, 0.007809584029018879, -0.02510117180645466, 0.031585320830345154, -0.012218144722282887, -0.025788499042391777, 0.059113308787345886, 0.014412549324333668, -0.027157284319400787, -0.05535025894641876, -0.019200420007109642, 0.0193830244243145, 0.004268155433237553, 0.030743056908249855, -0.006903024856001139, -0.003148099407553673, 0.01800905354321003, -0.0014250307576730847, -0.03132963180541992, -0.021344367414712906, -0.03507434204220772, -0.03993568569421768, -0.03955985605716705, 0.14527052640914917, 0.020088622346520424, -0.08411888033151627, -0.012594877742230892, 0.03630933165550232, -0.031328655779361725, -0.030922256410121918, -0.02368546649813652, -0.0009417827241122723, 0.08554393798112869, -0.00042128440691158175, -0.08145925402641296, -0.004420579876750708, 0.049142107367515564, 0.014778335578739643, -0.035462066531181335, 0.015032663010060787, -0.027390608564019203, 0.04333744943141937, 0.0035452137235552073, -0.04152644798159599, -0.03714035078883171, 0.04264986515045166, 0.018329620361328125, 0.058958228677511215, 0.07256356626749039, -0.08962453901767731, -0.0028883551713079214, 0.04564964398741722, 0.05369597300887108, 0.020409097895026207, -0.0027557231951504946, -0.022605713456869125, -0.014375030994415283, -0.01840420439839363, 0.0003962240007240325, -0.03281822428107262, -0.027124939486384392, 0.08919031918048859, 0.03879636526107788, -0.05241118371486664, -0.008638503961265087, 0.0017930002650246024, -0.018695197999477386, 0.038788918405771255, 0.013280021026730537, 0.0324324406683445, 0.003387047676369548, -0.010514467023313046, 0.032837361097335815, -0.003686844138428569, 0.005994673352688551, 0.04242730513215065, -0.001658755005337298, 0.008182118646800518, 0.11207250505685806, 0.04433388635516167, -0.04770055413246155, -0.01145892683416605, 0.03201786056160927, -0.0820404440164566, -0.022970108315348625, 0.008384501561522484, 0.05328105390071869, -0.044231314212083817, 0.04953125864267349, 0.006372393574565649, 0.012334669008851051, 0.028017206117510796, -0.03889280930161476, -0.07238737493753433]"
